accession_id,assembly,level,biosample,strain,taxonomy,taxid,coverage,platform,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count
GCA_003433795.1,Scaffold,QVEO00000000,SAMN09734733,AM01-30,Harryflintia acetispora,1849041,100x,Illumina Hiseq,3023878,40,0,0,62,110921,6,53789,31202,102,70677,11,1754,0,62,62
GCA_003459285.1,Contig,QRVM00000000,SAMN09734439,AF22-10AC,Holdemanella biformis,1735,100x,IonProton,2520947,0,0,0,,,,,,167,29912,24,0,0,167,167
GCA_003464345.1,Scaffold,QRYQ00000000,SAMN09734279,AF15-20,Holdemanella biformis,1735,100x,Illumina Hiseq,2601418,61,0,0,69,65159,11,44951,21651,130,57548,14,1813,0,69,69
GCA_003464225.1,Scaffold,QRYH00000000,SAMN09734296,AF15-5,Holdemanella biformis,1735,100x,Illumina Hiseq,2477128,18,0,0,69,63654,11,41965,21651,87,63083,12,189,0,69,69
GCA_003465865.1,Scaffold,QSAT00000000,SAMN09734203,AF10-31,Holdemanella biformis,1735,100x,Illumina Hiseq,2518124,33,0,0,105,55064,16,29655,14700,138,46564,17,695,0,105,105
GCA_003468025.1,Scaffold,QSGD00000000,SAMN09736541,AM42-13AC,Holdemanella biformis,1735,100x,Illumina Hiseq,2560346,32,0,0,145,34549,20,21309,9933,177,34303,23,320,0,145,145
GCA_003459085.1,Scaffold,QRUP00000000,SAMN09734472,AF24-29,Holdemania filiformis,61171,100x,Illumina Hiseq,3744856,10,0,0,48,141100,9,80281,48370,58,141100,9,362,0,48,48
GCA_003475805.1,Scaffold,QRQF00000000,SAMN09734595,AF33-11,Hungatella hathewayi,154046,100x,Illumina Hiseq,7522004,31,0,0,102,143566,13,91709,41893,133,118905,17,350,0,102,102
GCA_003439535.1,Scaffold,QSVU00000000,SAMN09736742,OM02-1,Hungatella hathewayi,154046,100x,Illumina Hiseq,7603944,62,0,0,129,147156,14,75188,35284,191,118382,18,1442,0,129,129
GCA_003437905.1,Scaffold,QSSQ00000000,SAMN09736873,TF05-11AC,Hungatella hathewayi,154046,100x,Illumina Hiseq,7545577,61,0,0,119,113152,16,73796,38823,180,101411,20,964,0,119,119
GCA_003437645.1,Scaffold,QSRE00000000,SAMN09736922,TF09-11AC,Hungatella hathewayi,154046,100x,Illumina Hiseq,7708434,21,0,0,83,246899,10,122594,66916,104,242229,12,703,0,83,83
GCA_003463705.1,Scaffold,QSDQ00000000,SAMN09736648,AM58-2,Hungatella hathewayi,154046,100x,IonProton,7075569,1,0,0,265,73271,30,43199,19197,266,73119,31,209,0,265,265
GCA_003467845.1,Scaffold,QSHY00000000,SAMN09736475,AM35-8,Hungatella hathewayi,154046,100x,IonProton,7857595,1,0,0,103,159294,15,97896,53262,104,159294,15,701,0,103,103
GCA_003468235.1,Scaffold,QSGX00000000,SAMN09736510,AM39-16AC,Hungatella hathewayi,154046,100x,Illumina Hiseq,7048369,34,0,0,119,152275,15,79181,37677,153,140153,17,360,0,119,119
GCA_003466285.1,Scaffold,QSON00000000,SAMN09737013,TM09-12,Hungatella hathewayi,154046,100x,Illumina Hiseq,7637491,21,0,0,60,318025,8,161199,83439,81,271372,9,449,0,60,60
GCA_003433925.1,Scaffold,QVHZ00000000,SAMN09734568,AF31-1,Hungatella hathewayi,154046,100x,Illumina Hiseq,6510599,25,0,0,30,646119,4,263246,144991,55,526575,4,795,0,30,30
GCA_003434075.1,Scaffold,QVIA00000000,SAMN09734388,AF19-21,Hungatella hathewayi,154046,100x,Illumina Hiseq,5056031,27,0,0,71,159993,11,89600,46840,98,111301,13,926,0,71,71
GCA_003434455.1,Scaffold,QUSI00000000,SAMN09734888,AM21-16,Hungatella hathewayi,154046,100x,Illumina Hiseq,3272513,16,0,0,81,90616,9,39763,24695,97,86815,10,160,0,81,81
GCA_003435045.1,Scaffold,QTJW00000000,SAMN09734378,AF19-13AC,Hungatella hathewayi,154046,100x,Illumina Hiseq,7421149,48,0,0,85,281767,10,126935,60518,133,174375,13,1038,0,85,85
GCA_003475175.1,Scaffold,QROX00000000,SAMN09734656,AF37-11,Klebsiella pneumoniae,573,100x,Illumina Hiseq,5433015,26,0,0,24,1048271,2,331231,101517,50,262042,7,715,0,24,24
GCA_003471715.1,Scaffold,QRJW00000000,SAMN09734846,AM17-27,Klebsiella pneumoniae,573,100x,Illumina Hiseq,5346538,18,0,0,48,378321,5,309279,93031,66,368909,6,180,0,48,48
GCA_003439475.1,Scaffold,QSVR00000000,SAMN09736745,OM02-11LB,Klebsiella pneumoniae,573,100x,Illumina Hiseq,5312301,24,0,0,50,319059,6,199036,85819,74,224475,7,931,0,50,50
GCA_003437255.1,Scaffold,QSRX00000000,SAMN09736899,TF06-6,Klebsiella pneumoniae,573,100x,Illumina Hiseq,5691496,23,0,0,69,262798,7,170489,63624,92,188526,11,592,0,69,69
GCA_003437295.1,Scaffold,QSRY00000000,SAMN09736898,TF06-5AC,Klebsiella pneumoniae,573,100x,Illumina Hiseq,5407645,21,0,0,33,448362,5,298645,115311,54,324564,7,602,0,33,33
GCA_003466135.1,Scaffold,QSOA00000000,SAMN09737030,TM10-8AC,Klebsiella pneumoniae,573,100x,Illumina Hiseq,5511749,19,0,0,52,350100,7,266321,70647,71,350100,7,393,0,52,52
GCA_003469885.1,Scaffold,QSKI00000000,SAMN09736368,AM28-14AC,Klebsiella pneumoniae,573,100x,Illumina Hiseq,5557103,75,0,0,247,48062,33,23305,12300,322,41372,37,2505,0,247,247
GCA_003460195.1,Scaffold,QRWW00000000,SAMN09734368,AF18-47,Lachnospira eligens,39485,100x,Illumina Hiseq,3019757,11,0,0,32,281839,4,129813,60269,43,249903,4,336,0,32,32
GCA_003467705.1,Scaffold,QSHM00000000,SAMN09736492,AM37-3BH,Lachnospira eligens,39485,100x,Illumina Hiseq,3092012,24,0,0,51,136750,7,72103,46350,75,116286,8,263,0,51,51
GCA_003465585.1,Scaffold,QSBA00000000,SAMN09734191,AF06-14,Lachnospira eligens,39485,100x,Illumina Hiseq,2914611,26,0,0,49,136188,7,84786,61901,75,132145,7,401,0,49,49
GCA_003466985.1,Scaffold,QSFM00000000,SAMN09736567,AM43-40,Lachnospira eligens,39485,100x,Illumina Hiseq,3201210,36,0,0,43,181526,6,86918,42896,79,129910,7,989,0,43,43
GCA_003464175.1,Scaffold,QSEM00000000,SAMN09736610,AM48-8,Lachnospira eligens,39485,100x,IonProton,2945989,2,0,0,44,150859,5,90155,64483,46,150859,5,1487,0,44,44
GCA_003472155.1,Scaffold,QRKY00000000,SAMN09734807,AM14-19,Lachnospira eligens,39485,100x,Illumina Hiseq,3035795,12,0,0,54,200506,5,84057,41043,66,150062,6,139,0,54,54
GCA_003470215.1,Scaffold,QSIS00000000,SAMN09736445,AM32-2AC,Lachnospira eligens,39485,100x,Illumina Hiseq,3042277,30,0,0,55,124385,8,78907,44986,85,121135,11,1158,0,55,55
GCA_003474935.1,Scaffold,QRPM00000000,SAMN09734626,AF35-21,Lachnospira eligens,39485,100x,Illumina Hiseq,2953513,15,0,0,33,189484,6,104135,40818,48,179114,6,274,0,33,33
GCA_003474735.1,Scaffold,QROY00000000,SAMN09734654,AF36-7BH,Lachnospira eligens,39485,100x,Illumina Hiseq,3209204,13,0,0,36,243842,5,90450,45428,49,167537,7,528,0,36,36
GCA_003474205.1,Scaffold,QROA00000000,SAMN09734691,AF41-18,Lachnospira eligens,39485,100x,IonProton,3196433,1,0,0,118,76472,11,41293,20472,119,76472,11,548,0,118,118
GCA_003473445.1,Scaffold,QRNP00000000,SAMN09734704,AF42-3BH,Lachnospira eligens,39485,100x,IonProton,3181755,1,0,0,162,50704,20,26744,10852,163,50364,21,548,0,162,162
GCA_003473405.1,Scaffold,QRNK00000000,SAMN09734714,AF45-13BH,Lachnospira eligens,39485,100x,IonProton,2860660,1,0,0,223,28298,34,14867,6677,224,28298,34,192,0,223,223
GCA_003477415.1,Scaffold,QUDB00000000,SAMN09734774,AM10-38,Lachnospiraceae bacterium AM10-38,2292902,100x,Illumina Hiseq,3036351,12,0,0,56,108323,10,77403,50953,68,101577,12,311,0,56,56
GCA_003473725.1,Scaffold,QUCN00000000,SAMN09734893,AM21-21,Lachnospiraceae bacterium AM21-21,2292903,100x,Illumina Hiseq,3006276,19,0,0,111,73290,14,45129,18509,130,69330,15,251,0,111,111
GCA_003434385.1,Scaffold,QVGJ00000000,SAMN09736289,AM23-2LB,Lachnospiraceae bacterium AM23-2LB,2302964,100x,Illumina Hiseq,3090100,7,0,0,19,381758,4,311152,122965,26,357132,4,70,0,19,19
GCA_003473625.1,Scaffold,QUCF00000000,SAMN09736293,AM23-7LB,Lachnospiraceae bacterium AM23-7LB,2292904,100x,Illumina Hiseq,2829632,17,0,0,54,86053,12,55858,33578,71,79509,12,196,0,54,54
GCA_003434565.1,Scaffold,QVGI00000000,SAMN09736298,AM25-11LB,Lachnospiraceae bacterium AM25-11LB,2302970,100x,Illumina Hiseq,3124743,21,0,0,58,162029,7,64486,34789,79,158924,7,222,0,58,58
GCA_003434325.1,Scaffold,QVGG00000000,SAMN09736303,AM25-17,Lachnospiraceae bacterium AM25-17,2302974,100x,Illumina Hiseq,3362951,8,0,0,45,163659,7,73368,49758,53,161422,7,80,0,45,45
GCA_003434525.1,Scaffold,QVGF00000000,SAMN09736309,AM25-22,Lachnospiraceae bacterium AM25-22,2302971,100x,Illumina Hiseq,3127194,44,0,0,62,157552,7,67331,32856,106,129569,8,1140,0,62,62
GCA_003480825.1,Scaffold,QUJY00000000,SAMN09736313,AM25-27,Lachnospiraceae bacterium AM25-27,2292905,100x,Illumina Hiseq,3014520,11,0,0,57,100749,11,56362,39852,68,89693,12,110,0,57,57
GCA_003603705.1,Scaffold,QVHF00000000,SAMN09736318,AM25-39,Lachnospiraceae bacterium AM25-39,2302972,100x,Illumina Hiseq,3122312,31,0,0,62,157624,7,63486,32883,93,157624,7,340,0,62,62
GCA_003603695.1,Scaffold,QVHE00000000,SAMN09736319,AM25-40,Lachnospiraceae bacterium AM25-40,2302973,100x,Illumina Hiseq,3121250,21,0,0,63,157612,7,59401,31625,84,157612,7,220,0,63,63
GCA_003480775.1,Scaffold,QUJW00000000,SAMN09736332,AM26-1LB,Lachnospiraceae bacterium AM26-1LB,2292906,100x,Illumina Hiseq,3005428,18,0,0,64,102851,10,52140,32938,82,69233,13,324,0,64,64
GCA_003603435.1,Scaffold,QVHA00000000,SAMN09736521,AM40-2BH,Lachnospiraceae bacterium AM40-2BH,2302965,100x,Illumina Hiseq,3241127,7,0,0,22,266644,5,163685,144444,29,266233,5,88,0,22,22
GCA_003478355.1,Scaffold,QUFC00000000,SAMN09736608,AM48-27BH,Lachnospiraceae bacterium AM48-27BH,2292271,100x,IonProton,4339245,3,0,0,160,67397,17,44348,19289,163,67397,17,523,0,160,160
GCA_003481995.1,Scaffold,QUME00000000,SAMN09736730,OF09-33XD,Lachnospiraceae bacterium OF09-33XD,2292273,100x,IonProton,4093808,1,0,0,110,99362,16,38286,24148,111,99362,16,383,0,110,110
GCA_003435055.1,Scaffold,QUMM00000000,SAMN09736732,OF09-6,Lachnospiraceae bacterium OF09-6,2293831,100x,IonProton,3436300,2,0,0,96,80008,12,50698,20304,98,80008,12,690,0,96,96
GCA_003435545.1,Scaffold,QWGN00000000,SAMN09736737,OF11-28,Lachnospiraceae bacterium OF11-28,2305244,100x,IonProton,3747065,2,0,0,183,53280,24,36478,11428,185,53280,24,1192,0,183,183
GCA_003481805.1,Scaffold,QULV00000000,SAMN09736753,OM02-26,Lachnospiraceae bacterium OM02-26,2292908,100x,Illumina Hiseq,2975942,14,0,0,53,101906,11,59046,36123,67,101906,11,140,0,53,53
GCA_003604135.1,Scaffold,QVHN00000000,SAMN09736758,OM02-3,Lachnospiraceae bacterium OM02-3,2302967,100x,Illumina Hiseq,7216981,21,0,0,72,198770,12,99396,63323,93,176413,14,503,0,72,72
GCA_003603895.1,Scaffold,QVHM00000000,SAMN09736759,OM02-31,Lachnospiraceae bacterium OM02-31,2302968,100x,Illumina Hiseq,7212712,8,0,0,106,133899,17,78133,38681,114,128990,18,183,0,106,106
GCA_003490145.1,Scaffold,QULQ00000000,SAMN09736780,OM04-12BH,Lachnospiraceae bacterium OM04-12BH,2292272,100x,Illumina Hiseq,3374459,19,0,0,55,206900,6,95584,50559,74,161711,7,190,0,55,55
GCA_003603815.1,Scaffold,QVHI00000000,SAMN09736931,TF09-5,Lachnospiraceae bacterium TF09-5,2302969,100x,Illumina Hiseq,7754415,22,0,0,62,236406,11,134606,74826,84,180144,14,511,0,62,62
GCA_003481105.1,Scaffold,QUKL00000000,SAMN09736942,TF10-8AT,Lachnospiraceae bacterium TF10-8AT,2292907,100x,Illumina Hiseq,3039664,23,0,0,70,81356,14,45772,31377,93,80569,14,230,0,70,70
GCA_003603715.1,Scaffold,QVHG00000000,SAMN09737004,TM07-2AC,Lachnospiraceae bacterium TM07-2AC,2302966,100x,Illumina Hiseq,3450708,19,0,0,69,144889,8,79758,44645,88,144166,8,212,0,69,69
GCA_003477885.1,Scaffold,QUEE00000000,SAMN09734603,AF33-28,Lachnotalea sp. AF33-28,2292046,100x,Illumina Hiseq,5162566,10,0,0,44,277699,7,144414,131071,54,267148,7,279,0,44,44
GCA_003434205.1,Scaffold,QVHW00000000,SAMN09736452,AM33-2AC,Lacticaseibacillus paracasei,1597,100x,Illumina Hiseq,3057462,31,0,0,85,94950,9,53950,19311,116,76641,12,1029,0,85,85
GCA_003470765.1,Scaffold,QRHF00000000,SAMN09736307,AM25-20AC,Lactiplantibacillus plantarum,1590,100x,Illumina Hiseq,3287535,17,0,0,74,135404,8,72718,31647,91,128264,8,177,0,74,74
GCA_003469805.1,Scaffold,QSLM00000000,SAMN09736312,AM25-25,Lactiplantibacillus plantarum,1590,100x,Illumina Hiseq,3263560,28,0,0,125,42411,27,27897,15704,153,42003,28,752,0,125,125
GCA_003465905.1,Scaffold,QSAX00000000,SAMN09734196,AF08-3,Lactobacillus amylovorus,1604,100x,Illumina Hiseq,2049854,23,0,0,134,31381,24,14492,8440,157,30444,24,230,0,134,134
GCA_003437055.1,Scaffold,QSRM00000000,SAMN09736911,TF08-1,Lactobacillus gasseri,1596,100x,Illumina Hiseq,1974590,5,0,0,28,140007,4,85676,30962,33,127943,6,50,0,28,28
GCA_003472365.1,Scaffold,QRLU00000000,SAMN09734781,AM11-49,Lactococcus lactis,1358,100x,Illumina Hiseq,2363031,4,0,0,11,355599,3,248924,112055,15,355599,3,40,0,11,11
GCA_003433825.1,Scaffold,QVHV00000000,SAMN09734802,AM13-9,Lactococcus petauri,1940789,100x,Illumina Hiseq,1982357,2,0,0,19,191511,4,91811,65852,21,191511,4,61,0,19,19
GCA_003436835.1,Scaffold,QSQR00000000,SAMN09736943,TF10-9AT,Ligilactobacillus ruminis,1623,100x,Illumina Hiseq,2171083,10,0,0,24,133440,5,106511,101686,34,130755,5,100,0,24,24
GCA_003438595.1,Scaffold,QSTB00000000,SAMN09736856,OM08-20,Ligilactobacillus salivarius,1624,100x,Illumina Hiseq,2011057,18,0,0,53,148195,5,39624,21075,71,98596,5,320,0,53,53
GCA_003470145.1,Scaffold,QSLH00000000,SAMN09736323,AM25-8,Ligilactobacillus salivarius,1624,100x,Illumina Hiseq,1969489,11,0,0,21,133615,4,128539,67669,32,133583,4,401,0,21,21
GCA_003472615.1,Scaffold,QRMK00000000,SAMN09734758,AM09-40,Ligilactobacillus salivarius,1624,100x,Illumina Hiseq,1888841,7,0,0,39,82985,8,45705,31931,46,82985,8,70,0,39,39
GCA_003464285.1,Scaffold,QRYM00000000,SAMN09734289,AF15-40LB,Limosilactobacillus fermentum,1613,100x,Illumina Hiseq,1968193,20,0,0,80,62108,10,32386,13655,100,55235,12,556,0,80,80
GCA_003465085.1,Scaffold,QSAL00000000,SAMN09734212,AF11-4-H,Limosilactobacillus fermentum,1613,100x,IonProton,1935804,1,0,0,91,45868,12,28521,12741,92,45868,12,320,0,91,91
GCA_003462755.1,Scaffold,QRYA00000000,SAMN09734308,AF16-22LB,Limosilactobacillus fermentum,1613,100x,Illumina Hiseq,1996988,24,0,0,104,43257,16,23246,9600,128,37467,17,438,0,104,104
GCA_003470375.1,Scaffold,QRHX00000000,SAMN09736273,AM23-11,Megamonas funiformis,437897,100x,Illumina Hiseq,2336320,24,0,0,68,61503,13,40024,17140,92,57043,13,240,0,68,68
GCA_003436485.1,Scaffold,QSPX00000000,SAMN09736972,TM04-24,Megamonas funiformis,437897,100x,Illumina Hiseq,2325311,15,0,0,53,78257,9,46243,26363,68,78157,9,337,0,53,53
GCA_003465005.1,Scaffold,QSAH00000000,SAMN09734221,AF12-42,Megamonas funiformis,437897,100x,Illumina Hiseq,2499180,73,0,0,212,22973,31,13282,6260,285,20979,35,1129,0,212,212
GCA_003458205.1,Scaffold,QRTP00000000,SAMN09734524,AF27-12,Megamonas rupellensis,491921,100x,Illumina Hiseq,2451587,33,0,0,67,63124,11,34556,24764,100,53229,15,725,0,67,67
GCA_003457635.1,Scaffold,QRST00000000,SAMN09734558,AF29-2,Megamonas rupellensis,491921,100x,Illumina Hiseq,2465704,26,0,0,65,90186,9,44181,19659,91,87170,9,348,0,65,65
GCA_003439315.1,Scaffold,QSVE00000000,SAMN09736766,OM02-7LB,Megamonas rupellensis,491921,100x,Illumina Hiseq,2244779,12,0,0,57,75714,11,44470,20647,69,71963,11,120,0,57,57
GCA_003467125.1,Scaffold,QSFA00000000,SAMN09736583,AM44-1BH,Megasphaera sp. AM44-1BH,2292358,100x,Illumina Hiseq,2876808,10,0,0,59,104789,8,64498,26267,69,99029,8,100,0,59,59
GCA_003462485.1,Scaffold,QTZC00000000,SAMN09736846,OM08-11BH,Melissococcus sp. OM08-11BH,2293110,100x,Illumina Hiseq,2039736,5,0,0,20,473835,2,124604,70189,25,321445,3,144,0,20,20
GCA_003470225.1,Scaffold,QRHE00000000,SAMN09736308,AM25-21AC,Mitsuokella multacida,52226,100x,Illumina Hiseq,2505597,12,0,0,24,209504,5,127226,58120,36,204760,5,120,0,24,24
GCA_003458855.1,Scaffold,QRVW00000000,SAMN09734422,AF21-1AC,Mitsuokella sp. AF21-1AC,2292235,100x,Illumina Hiseq,2580820,19,0,0,68,74139,12,44820,21633,87,64611,13,392,0,68,68
GCA_003475755.1,Scaffold,QRQA00000000,SAMN09734601,AF33-22,Mitsuokella sp. AF33-22,2292047,100x,Illumina Hiseq,2577097,13,0,0,28,142751,7,93180,45990,41,123444,8,130,0,28,28
GCA_003479425.1,Scaffold,QUHC00000000,SAMN09734299,AF15-53,Odoribacter sp. AF15-53,2292236,100x,Illumina Hiseq,5206690,8,0,0,48,442879,4,210599,62602,56,397544,5,80,0,48,48
GCA_003461145.1,Scaffold,QTWN00000000,SAMN09734429,AF21-41,Odoribacter sp. AF21-41,2293111,100x,Illumina Hiseq,5449445,33,0,0,49,216847,9,119566,75417,82,213880,10,330,0,49,49
GCA_003471845.1,Scaffold,QRKF00000000,SAMN09734833,AM16-33,Odoribacter sp. AM16-33,2292048,100x,Illumina Hiseq,5344166,26,0,0,67,332230,5,180307,78700,93,332230,6,467,0,67,67
GCA_003482005.1,Scaffold,QUMF00000000,SAMN09736729,OF09-27XD,Odoribacter sp. OF09-27XD,2293112,100x,IonProton,4108052,1,0,0,158,65486,21,34849,15075,159,65486,21,405,0,158,158
GCA_003474785.1,Scaffold,QRPC00000000,SAMN09734646,AF36-2,Odoribacter splanchnicus,28118,100x,Illumina Hiseq,4575351,30,0,0,106,90749,16,57607,25690,136,81742,20,364,0,106,106
GCA_003462805.1,Scaffold,QRYC00000000,SAMN09734304,AF16-14,Odoribacter splanchnicus,28118,100x,Illumina Hiseq,4619031,22,0,0,85,129868,11,71272,41004,107,129868,12,447,0,85,85
GCA_003463405.1,Scaffold,QSCO00000000,SAMN09736687,OF03-11,Odoribacter splanchnicus,28118,100x,Illumina Hiseq,4600084,11,0,0,71,128141,12,87680,33096,82,117896,14,206,0,71,71
GCA_003467205.1,Scaffold,QSFU00000000,SAMN09736553,AM42-31,Odoribacter splanchnicus,28118,100x,Illumina Hiseq,4501837,30,0,0,65,131678,11,87057,35537,95,121939,12,300,0,65,65
GCA_003469405.1,Scaffold,QSJQ00000000,SAMN09736412,AM30-21,Odoribacter splanchnicus,28118,100x,Illumina Hiseq,4497091,12,0,0,37,238287,7,154098,89875,49,214854,8,120,0,37,37
GCA_003465155.1,Scaffold,QRYI00000000,SAMN09734294,AF15-47,Odoribacter splanchnicus,28118,100x,Illumina Hiseq,4404768,24,0,0,93,109195,15,63471,30811,117,88198,17,431,0,93,93
GCA_003464465.1,Scaffold,QRYW00000000,SAMN09734271,AF14-6AC,Odoribacter splanchnicus,28118,100x,Illumina Hiseq,4966053,38,0,0,142,87407,21,47889,32817,180,77333,23,713,0,142,142
GCA_003466925.1,Scaffold,QSFJ00000000,SAMN09736570,AM43-5,Odoribacter splanchnicus,28118,100x,Illumina Hiseq,4732863,35,0,0,79,200396,8,102013,45767,114,144341,11,365,0,79,79
GCA_003464265.1,Scaffold,QRYL00000000,SAMN09734291,AF15-43LB,Olsenella sp. AF15-43LB,2292237,100x,Illumina Hiseq,2395096,13,0,0,29,260704,4,105406,58709,42,184760,5,205,0,29,29
GCA_003462785.1,Scaffold,QRYB00000000,SAMN09734305,AF16-14LB,Olsenella sp. AF16-14LB,2292238,100x,Illumina Hiseq,2396533,10,0,0,22,260713,4,189088,102642,32,189088,5,136,0,22,22
GCA_003459345.1,Scaffold,QRVQ00000000,SAMN09734433,AF21-51,Olsenella sp. AF21-51,2292239,100x,Illumina Hiseq,2411550,17,0,0,36,185843,4,127516,56286,53,168552,5,539,0,36,36
GCA_003473355.1,Scaffold,QRMY00000000,SAMN09734734,AM04-33,Olsenella sp. AM04-33,2292049,100x,Illumina Hiseq,2323158,10,0,0,36,150020,6,77277,44928,46,107038,8,156,0,36,36
GCA_003472815.1,Scaffold,QRMW00000000,SAMN09734737,AM05-17,Olsenella sp. AM05-17,2292050,100x,Illumina Hiseq,2421567,7,0,0,27,220328,5,117620,47011,34,220328,5,70,0,27,27
GCA_003472785.1,Scaffold,QRMV00000000,SAMN09734739,AM05-7,Olsenella sp. AM05-7,2292051,100x,Illumina Hiseq,2421442,17,0,0,31,223527,5,71031,45934,48,98040,7,623,0,31,31
GCA_003469355.1,Scaffold,QSJO00000000,SAMN09736415,AM30-3LB,Olsenella sp. AM30-3LB,2292359,100x,Illumina Hiseq,2471397,13,0,0,46,273022,4,84208,36214,59,136368,5,273,0,46,46
GCA_003468205.1,Scaffold,QSGV00000000,SAMN09736512,AM39-30AC,Olsenella sp. AM39-30AC,2292360,100x,Illumina Hiseq,2344226,8,0,0,35,263035,4,133630,50032,43,166473,5,167,0,35,35
GCA_003437375.1,Scaffold,QSPD00000000,SAMN09736993,TM06-36,Olsenella sp. TM06-36,2292361,100x,Illumina Hiseq,2462621,5,0,0,29,172631,4,109919,47022,34,154076,5,71,0,29,29
GCA_003437195.1,Scaffold,QSRT00000000,SAMN09736903,TF07-21-d,Paenibacillus polymyxa,1406,100x,IonProton,5657158,2,0,0,99,165429,11,89951,44699,101,165429,11,1126,0,99,99
GCA_003465925.1,Scaffold,QSBE00000000,SAMN09734187,AF05-25,Paeniclostridium sordellii,1505,100x,Illumina Hiseq,3458647,129,0,0,274,24039,36,11729,6383,403,18488,47,1922,0,274,274
GCA_003475725.1,Scaffold,QRPY00000000,SAMN09734605,AF33-31,Parabacteroides distasonis,823,100x,Illumina Hiseq,5176159,28,0,0,83,126996,14,75799,39979,111,112144,16,280,0,83,83
GCA_003474055.1,Contig,QRNQ00000000,SAMN09734703,AF42-3,Parabacteroides distasonis,823,100x,IonProton,4864087,0,0,0,,,,,,69,232762,8,0,0,69,69
GCA_003474765.1,Scaffold,QRPA00000000,SAMN09734649,AF36-3,Parabacteroides distasonis,823,100x,Illumina Hiseq,5043355,26,0,0,57,216784,9,151956,83695,83,174582,10,395,0,57,57
GCA_003471825.1,Scaffold,QRKE00000000,SAMN09734835,AM16-4,Parabacteroides distasonis,823,100x,Illumina Hiseq,5403393,48,0,0,74,218495,8,132647,65549,122,146155,10,826,0,74,74
GCA_003472045.1,Scaffold,QRKR00000000,SAMN09734815,AM15-13,Parabacteroides distasonis,823,100x,Illumina Hiseq,4929709,22,0,0,48,331261,5,158302,106321,70,254308,7,235,0,48,48
GCA_003438675.1,Scaffold,QSTM00000000,SAMN09736839,OM07-5BH,Parabacteroides distasonis,823,100x,Illumina Hiseq,5038210,13,0,0,33,333964,6,234443,120725,46,291512,6,130,0,33,33
GCA_003439415.1,Scaffold,QSVO00000000,SAMN09736748,OM02-13,Parabacteroides distasonis,823,100x,Illumina Hiseq,5294086,20,0,0,61,230141,8,142432,86427,81,213865,9,268,0,61,61
GCA_003437495.1,Scaffold,QSQS00000000,SAMN09736939,TF10-4,Parabacteroides distasonis,823,100x,Illumina Hiseq,5249388,24,0,0,52,320880,5,205670,122557,76,237148,6,240,0,52,52
GCA_003464145.1,Scaffold,QSEH00000000,SAMN09736618,AM50-1,Parabacteroides distasonis,823,100x,IonProton,5383493,1,0,0,127,152801,12,75129,30846,128,152801,12,232,0,127,127
GCA_003464475.1,Scaffold,QRYZ00000000,SAMN09734266,AF14-4AC,Parabacteroides distasonis,823,100x,Illumina Hiseq,5187286,24,0,0,48,272202,7,137218,79890,72,208693,8,393,0,48,48
GCA_003467575.1,Scaffold,QSHF00000000,SAMN09736501,AM38-13AC,Parabacteroides distasonis,823,100x,Illumina Hiseq,5119132,8,0,0,37,348244,5,234431,122762,45,348244,5,251,0,37,37
GCA_003469715.1,Scaffold,QSLF00000000,SAMN09736326,AM26-10,Parabacteroides distasonis,823,100x,Illumina Hiseq,5348683,13,0,0,48,319164,6,160365,107854,61,289774,7,172,0,48,48
GCA_003470105.1,Scaffold,QSLB00000000,SAMN09736334,AM26-22AC,Parabacteroides distasonis,823,100x,Illumina Hiseq,5454415,58,0,0,52,198178,7,147010,80781,110,147010,9,885,0,52,52
GCA_003469775.1,Scaffold,QSLL00000000,SAMN09736314,AM25-3,Parabacteroides distasonis,823,100x,Illumina Hiseq,4953783,177,0,0,314,31685,50,18630,8699,491,25167,63,4116,0,314,314
GCA_003468605.1,Scaffold,QSIP00000000,SAMN09736448,AM33-1,Parabacteroides distasonis,823,100x,Illumina Hiseq,4939379,33,0,0,60,256390,5,145830,81366,93,215718,6,731,0,60,60
GCA_003468915.1,Scaffold,QSJN00000000,SAMN09736416,AM30-4,Parabacteroides distasonis,823,100x,Illumina Hiseq,4979547,23,0,0,51,335902,5,197083,78403,74,280309,6,230,0,51,51
GCA_003469235.1,Scaffold,QSIV00000000,SAMN09736442,AM32-23,Parabacteroides distasonis,823,100x,Illumina Hiseq,5247033,67,0,0,99,159288,11,87003,36545,166,121708,16,1176,0,99,99
GCA_003459005.1,Scaffold,QRUC00000000,SAMN09734501,AF25-36AC,Parabacteroides distasonis,823,100x,IonProton,5354196,1,0,0,141,105760,16,53340,22281,142,105760,16,749,0,141,141
